"ID"	"name"	"source"	"Parent"	"Interaction"	"Target"
"36871"	"Arf6 downstream pathway"	"NCI-PID"	"RAC1/GDP"	"-a>"	"GDP"
"36871"	"Arf6 downstream pathway"	"NCI-PID"	"RAC1/GDP"	"-a>"	"PAK1"
"36871"	"Arf6 downstream pathway"	"NCI-PID"	"RAB11FIP3/RAB11A"	"component>"	"ARF6/GTP/RAB11FIP3/RAB11A"
"36871"	"Arf6 downstream pathway"	"NCI-PID"	"ARF6/GTP"	"component>"	"ARF6/GTP/RAB11FIP3/RAB11A"
"36871"	"Arf6 downstream pathway"	"NCI-PID"	"PAK1"	"-ap>"	"tube_morphogenesis"
"36871"	"Arf6 downstream pathway"	"NCI-PID"	"GDP"	"-a>"	"GTP"
"36871"	"Arf6 downstream pathway"	"NCI-PID"	"GDP"	"-a>"	"RhoA/GDP"
"36871"	"Arf6 downstream pathway"	"NCI-PID"	"RhoA/GTP"	"-a>"	"GTP"
"36871"	"Arf6 downstream pathway"	"NCI-PID"	"RhoA/GTP"	"-a>"	"RhoA/GDP"
"36871"	"Arf6 downstream pathway"	"NCI-PID"	"ARF6/GTP"	"-ap>"	"regulation_of_epithelial_cell_migration"
"36871"	"Arf6 downstream pathway"	"NCI-PID"	"ARF6/GTP"	"-ap>"	"cortical_actin_cytoskeleton_organization"
"36871"	"Arf6 downstream pathway"	"NCI-PID"	"ARF6/GTP/NME1/Tiam1"	"-ap|"	"regulation_of_calcium-dependent_cell-cell_adhesion"
"36871"	"Arf6 downstream pathway"	"NCI-PID"	"ARF6/GTP"	"-ap>"	"liver_development"
"36871"	"Arf6 downstream pathway"	"NCI-PID"	"PIP5K1A"	"-ap|"	"regulation_of_axonogenesis"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"RhoA/GTP"	"-a>"	"AKT1"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PI3K_Class_IA"	"-ap>"	"MAPKKK_cascade"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Typical_PKCs"	"-ap>"	"MAPKKK_cascade"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PRKACA"	"-ap>"	"MAPKKK_cascade"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Src_Family_Kinases-active"	"-a>"	"EGF/EGFR"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TP_alpha"	"component>"	"TXA2/TP_alpha"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"ARHGEF1"	"-a>"	"RhoA/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"eNOS"	"-a>"	"L-citrulline"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Typical_PKCs"	"-t>"	"ICAM1"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PRKACA"	"component>"	"TBXA2R"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GNAI2/GTP"	"-a>"	"Src_Family_Kinases-active"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"p38alpha-beta-active"	"-ap>"	"muscle_contraction"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"RhoA/GTP/ROCK1"	"-ap>"	"muscle_contraction"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PAK1"	"component>"	"TXA2/TP_beta/beta_Arrestin3"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Gq_family/GTP/EBP50"	"component>"	"TXA2/TP_beta/beta_Arrestin3"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"DNM1"	"component>"	"TXA2/TP_beta/beta_Arrestin3"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PLCB2"	"-a>"	"DAG"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Typical_PKCs"	"-t>"	"SELE"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TP_beta"	"component>"	"TXA2/TP_beta"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"SYK"	"-a>"	"p38alpha-beta-active"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"RhoA/GTP"	"-ap>"	"MAPKKK_cascade"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"NO"	"component>"	"PGK/cGMP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PAK1"	"component>"	"TXA2/TP_beta/beta_Arrestin2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Gq_family/GTP/EBP50"	"component>"	"TXA2/TP_beta/beta_Arrestin2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"DNM1"	"component>"	"TXA2/TP_beta/beta_Arrestin2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"actin_cytoskeleton_reorganization"	"component>"	"TXA2/TP_beta/beta_Arrestin2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Typical_PKCs"	"-a>"	"TXA2/TXA2-R_family"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Typical_PKCs"	"-t>"	"VCAM1"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GNAI2/GTP"	"-ap>"	"platelet_activation"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Typical_PKCs"	"-a>"	"TXA2/TP_alpha"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PGK/cGMP"	"-a>"	"TXA2/TP_alpha"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TXA2-R_family"	"component>"	"TXA2/TXA2-R_family"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GRK2-3"	"-a>"	"TXA2/TP_beta"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TXA2-R_family"	"-ap>"	"JNK_cascade"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TP_alpha"	"-ap>"	"cAMP_biosynthetic_process"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PGI2/IP"	"-a>"	"PRKACA"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PRKCZ"	"-a>"	"AKT1"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GTP"	"component>"	"Gq_family/GTP/EBP50"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"SLC9A3R1"	"component>"	"GDP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"SLC9A3R1"	"component>"	"G_beta5/gamma2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"SLC9A3R1"	"component>"	"Gq_family/GTP/EBP50"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"SLC9A3R1"	"component>"	"Gq_family/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"SLC9A3R1"	"component>"	"TXA2/TP_alpha"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_alpha/Gq_family/GDP/G_beta5/gamma2"	"component>"	"GDP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_alpha/Gq_family/GDP/G_beta5/gamma2"	"component>"	"G_beta5/gamma2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_alpha/Gq_family/GDP/G_beta5/gamma2"	"component>"	"Gq_family/GTP/EBP50"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_alpha/Gq_family/GDP/G_beta5/gamma2"	"component>"	"Gq_family/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_alpha/Gq_family/GDP/G_beta5/gamma2"	"component>"	"TXA2/TP_alpha"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2"	"component>"	"Gq_family/GTP/EBP50"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"muscle_cell_differentiation"	"-ap>"	"MAPKKK_cascade"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PI3K_Class_IB_family"	"-ap>"	"platelet_activation"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"G12_family/GTP"	"-a>"	"ARHGEF1"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TXA2-R_family"	"-a>"	"PRKCZ"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Typical_PKCs"	"-ap>"	"chemotaxis"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GTP"	"component>"	"G_beta5/gamma2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GTP"	"component>"	"Gq_family/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_beta/Gq_family/GDP/G_beta5/gamma2"	"component>"	"GDP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_beta/Gq_family/GDP/G_beta5/gamma2"	"component>"	"G_beta5/gamma2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_beta/Gq_family/GDP/G_beta5/gamma2"	"component>"	"Gq_family/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_beta/Gq_family/GDP/G_beta5/gamma2"	"component>"	"TXA2/TP_beta"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2"	"component>"	"G_beta5/gamma2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2"	"component>"	"Gq_family/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"EGF/EGFR"	"-a>"	"EGF/EGFR"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GTP"	"component>"	"TGM2/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GTP"	"component>"	"TXA2/TP_alpha"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_alpha/TGM2/GDP/G_beta/gamma"	"component>"	"GDP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_alpha/TGM2/GDP/G_beta/gamma"	"component>"	"GNB1/GNG2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_alpha/TGM2/GDP/G_beta/gamma"	"component>"	"TGM2/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_alpha/TGM2/GDP/G_beta/gamma"	"component>"	"TXA2/TP_alpha"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2"	"component>"	"TGM2/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2"	"component>"	"TXA2/TP_alpha"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"DAG"	"-a>"	"Typical_PKCs"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GNB1/GNG2"	"-a>"	"PI3K_Class_IB_family"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PGD2/DP"	"-a>"	"PRKACA"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TGM2/GTP"	"-a>"	"PLCB2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"IP3"	"-a>"	"Ca2+"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GTP"	"-a>"	"GDP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GTP"	"-a>"	"RhoA/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"RhoA/GDP"	"-a>"	"GDP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"RhoA/GDP"	"-a>"	"RhoA/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TXA2-R_family"	"-a>"	"SYK"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"O2"	"-a>"	"NADP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"O2"	"-a>"	"NO"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"O2"	"-a>"	"L-citrulline"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"NADPH"	"-a>"	"NADP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"NADPH"	"-a>"	"NO"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"NADPH"	"-a>"	"L-citrulline"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"L-arginine"	"-a>"	"NADP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"L-arginine"	"-a>"	"NO"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"L-arginine"	"-a>"	"L-citrulline"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"G_beta5/gamma2"	"-a>"	"PLCB2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"positive_regulation_of_NF-kappaB_transcription_factor_activity"	"-t>"	"ICAM1"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TXA2-R_family"	"-a>"	"PI3K_Class_IA"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"ROCK1"	"component>"	"RhoA/GTP/ROCK1"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"RhoA/GTP"	"component>"	"RhoA/GTP/ROCK1"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_alpha/Gq_family/GDP/G_beta5/gamma2"	"component>"	"Gq_family/GDP/G_beta5/gamma2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_alpha/Gq_family/GDP/G_beta5/gamma2"	"component>"	"TBXA2R"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Src_Family_Kinases"	"-a>"	"Src_Family_Kinases-active"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Typical_PKCs"	"-ap>"	"muscle_contraction"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"p38alpha-beta-active"	"-ap>"	"platelet_activation"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"ARR3"	"component>"	"TXA2/TP_beta/beta_Arrestin3"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TP_beta"	"component>"	"TXA2/TP_beta/beta_Arrestin3"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"MAPKKK_cascade"	"-ap>"	"cell_proliferation"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"DAG"	"-ap>"	"MAPKKK_cascade"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PI-4-5-P2"	"-a>"	"IP3"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PI-4-5-P2"	"-a>"	"DAG"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"positive_regulation_of_NF-kappaB_transcription_factor_activity"	"-t>"	"SELE"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GTP"	"component>"	"GNAI2/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GTP"	"component>"	"TXA2/TP_beta"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_beta/GNAI2/GDP/G_beta/gamma"	"component>"	"GDP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_beta/GNAI2/GDP/G_beta/gamma"	"component>"	"GNB1/GNG2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_beta/GNAI2/GDP/G_beta/gamma"	"component>"	"GNAI2/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_beta/GNAI2/GDP/G_beta/gamma"	"component>"	"TXA2/TP_beta"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2"	"component>"	"GNAI2/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2"	"component>"	"TXA2/TP_beta"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"p38alpha-beta"	"-a>"	"p38alpha-beta-active"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"glial_cell_fate_commitment"	"-ap>"	"MAPKKK_cascade"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PRKG1"	"component>"	"PGK/cGMP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"cGMP"	"component>"	"PGK/cGMP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GNAI2/GTP"	"-ap|"	"cAMP_biosynthetic_process"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"ARRB2"	"component>"	"TXA2/TP_beta/beta_Arrestin2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TP_beta"	"component>"	"TXA2/TP_beta/beta_Arrestin2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TXA2-R_family"	"-a>"	"TXA2/TXA2-R_family"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"positive_regulation_of_NF-kappaB_transcription_factor_activity"	"-t>"	"VCAM1"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"RAB11/GDP"	"component>"	"TXA2/TP_beta/beta_Arrestin3/RAB11/GDP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TP_beta/beta_Arrestin3"	"component>"	"TXA2/TP_beta/beta_Arrestin3/RAB11/GDP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"RhoA/GTP/ROCK1"	"-ap>"	"cell_morphogenesis"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"G12_family/GTP"	"-ap>"	"platelet_activation"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TP_alpha"	"-a>"	"TXA2/TP_alpha"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GTP"	"component>"	"GDP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GTP"	"component>"	"GNB1/GNG2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GTP"	"component>"	"G12_family/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GTP"	"component>"	"TXA2/TXA2-R_family"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2-R_family/G12_family/GDP/G_beta/gamma"	"component>"	"GDP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2-R_family/G12_family/GDP/G_beta/gamma"	"component>"	"GNB1/GNG2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2-R_family/G12_family/GDP/G_beta/gamma"	"component>"	"G12_family/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2-R_family/G12_family/GDP/G_beta/gamma"	"component>"	"TXA2/TXA2-R_family"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2"	"component>"	"GDP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2"	"component>"	"GNB1/GNG2"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2"	"component>"	"G12_family/GTP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2"	"component>"	"TXA2/TXA2-R_family"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"RAB11/GDP"	"component>"	"TXA2/TP_beta/beta_Arrestin2/RAB11/GDP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TP_beta/beta_Arrestin2"	"component>"	"TXA2/TP_beta/beta_Arrestin2/RAB11/GDP"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"RhoA/GTP/ROCK1"	"-ap>"	"actin_cytoskeleton_reorganization"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Ca2+"	"-ap>"	"platelet_activation"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TP_beta"	"-a>"	"TXA2/TP_beta"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"muscle_cell_differentiation"	"-ap>"	"JNK_cascade"
"36874"	"Aurora C signaling"	"NCI-PID"	"metaphase"	"component>"	"Aurora_C/Aurora_B/INCENP"
"36874"	"Aurora C signaling"	"NCI-PID"	"Aurora_C/Aurora_B/INCENP"	"-a>"	"Histone_H3"
"36874"	"Aurora C signaling"	"NCI-PID"	"anaphase"	"-a>"	"Aurora_C/Aurora_B/INCENP"
"36874"	"Aurora C signaling"	"NCI-PID"	"Aurora_C/Aurora_B/INCENP"	"-a>"	"Aurora_C/Aurora_B/INCENP"
"36874"	"Aurora C signaling"	"NCI-PID"	"INCENP"	"component>"	"Aurora_C/Aurora_B/INCENP"
"36874"	"Aurora C signaling"	"NCI-PID"	"AURKB"	"component>"	"Aurora_C/Aurora_B/INCENP"
"36874"	"Aurora C signaling"	"NCI-PID"	"AURKC"	"component>"	"Aurora_C/Aurora_B/INCENP"
"36874"	"Aurora C signaling"	"NCI-PID"	"mitosis"	"-a>"	"Histone_H3"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Lethal_factor"	"-a>"	"MEK1_fragments"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"CALM1"	"-a>"	"cAMP"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Ca2+"	"-a>"	"cAMP"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Edema_factor"	"-a>"	"cAMP"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"intracellular_pH_reduction"	"component>"	"Channel"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"MKK3_fragments"	"-t|"	"TNF"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Epigallocatechin-3-gallate_(EGCG)"	"-a|"	"MKK3_fragments"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Lethal_factor"	"-a>"	"MKK3_fragments"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Epigallocatechin-3-gallate_(EGCG)"	"-a|"	"MEK2_fragments"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Lethal_factor"	"-a>"	"MEK2_fragments"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Lethal_factor"	"-a>"	"MKK6_fragments"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Caspase_1_(tetramer)"	"-a>"	"IL18"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Caspase_1_(tetramer)"	"-a>"	"IL1B"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"TNF"	"-a>"	"VCAM1"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Lethal_factor"	"-a>"	"ERK1-2-active"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Lethal_factor"	"-a>"	"MKK4_fragments"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"NLRP1"	"component>"	"Caspase_1_(tetramer)"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Lethal_factor"	"component>"	"Caspase_1_(tetramer)"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Channel"	"component>"	"Edema_factor"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Furin_or_Furin_like_Endopeptidase"	"component>"	"Channel"
