"ID"	"name"	"source"	"Parent"	"Parent_Type"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"chemotaxis"	"abstract"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"cell_proliferation"	"abstract"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"MAPKKK_cascade"	"abstract"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GRK2-3"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"G12_family/GTP"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"DAG"	"smallMolecule"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"O2"	"smallMolecule"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PGI2/IP"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TGM2/GTP"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_beta/GNAI2/GDP/G_beta/gamma"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2-R_family/G12_family/GDP/G_beta/gamma"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GNAI2/GTP"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Src_Family_Kinases"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"RAB11/GDP"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"L-arginine"	"smallMolecule"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"RhoA/GDP"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"L-citrulline"	"smallMolecule"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"NADPH"	"smallMolecule"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PGD2/DP"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Gq_family/GTP"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TP_beta/beta_Arrestin3"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TXA2-R_family"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Gq_family/GTP/EBP50"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PAK1"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_alpha/Gq_family/GDP/G_beta5/gamma2"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TP_beta/beta_Arrestin2/RAB11/GDP"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PGK/cGMP"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"p38alpha-beta-active"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"cGMP"	"smallMolecule"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TP_beta/beta_Arrestin2"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_alpha/TGM2/GDP/G_beta/gamma"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Src_Family_Kinases-active"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TP_beta"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Typical_PKCs"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TP_beta/beta_Arrestin3/RAB11/GDP"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"NO"	"smallMolecule"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"eNOS"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"NADP"	"smallMolecule"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PI3K_Class_IB_family"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Gq_family/GDP/G_beta5/gamma2"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"RhoA/GTP/ROCK1"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"G_beta5/gamma2"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"p38alpha-beta"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PI-4-5-P2"	"smallMolecule"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"Ca2+"	"smallMolecule"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"EGF/EGFR"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"IP3"	"smallMolecule"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GNB1/GNG2"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"RhoA/GTP"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PI3K_Class_IA"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2"	"smallMolecule"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TXA2/TP_alpha"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TP_beta/Gq_family/GDP/G_beta5/gamma2"	"complex"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GDP"	"smallMolecule"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"GTP"	"smallMolecule"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"VCAM1"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"TBXA2R"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"SYK"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"SLC9A3R1"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"SELE"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"ROCK1"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PRKG1"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PRKCZ"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PRKACA"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"PLCB2"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"ICAM1"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"DNM1"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"ARRB2"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"ARR3"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"ARHGEF1"	"protein"
"36872"	"Thromboxane A2 receptor signaling"	"NCI-PID"	"AKT1"	"protein"
"36874"	"Aurora C signaling"	"NCI-PID"	"metaphase"	"abstract"
"36874"	"Aurora C signaling"	"NCI-PID"	"anaphase"	"abstract"
"36874"	"Aurora C signaling"	"NCI-PID"	"mitosis"	"abstract"
"36874"	"Aurora C signaling"	"NCI-PID"	"Histone_H3"	"protein"
"36874"	"Aurora C signaling"	"NCI-PID"	"Aurora_C/Aurora_B/INCENP"	"complex"
"36874"	"Aurora C signaling"	"NCI-PID"	"INCENP"	"protein"
"36874"	"Aurora C signaling"	"NCI-PID"	"AURKC"	"protein"
"36874"	"Aurora C signaling"	"NCI-PID"	"AURKB"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"negative_regulation_of_phagocytosis"	"abstract"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"intracellular_pH_reduction"	"abstract"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"regulation_of_endothelial_cell_proliferation"	"abstract"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"inflammatory_response"	"abstract"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"cell_killing"	"abstract"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"necrosis"	"abstract"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"monocyte_activation"	"abstract"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"negative_regulation_of_myeloid_dendritic_cell_antigen_processing_and_presentation"	"abstract"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"macrophage_activation"	"abstract"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"platelet_activation"	"abstract"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"MAPKKK_cascade"	"abstract"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"apoptosis"	"abstract"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"negative_regulation_of_macrophage_activation"	"abstract"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Lethal_factor"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Channel"	"complex"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"MKK3_fragments"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"cAMP"	"smallMolecule"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"ATP"	"smallMolecule"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"MEK1_fragments"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Protective_Antigen_(PA)"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"PA/Cellular_Receptors"	"complex"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Lethal_toxin_(unfolded)"	"complex"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"LPS"	"smallMolecule"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"ERK1-2-active"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Glucocorticoid_Receptor"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"ERK1-2"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Peptidoglycan"	"smallMolecule"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"MKK4_fragments"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Caspase_1_(tetramer)"	"complex"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"PA20_30-196"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Estrogen_receptor_alpha"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"MEK2_fragments"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Edema_factor"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"NO"	"smallMolecule"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Epigallocatechin-3-gallate_(EGCG)"	"smallMolecule"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"MKK7_fragments"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"IL12p70"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Edema_factor_(3_molecules)"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"PA63_197-764"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"PA_Cellular_Receptors"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Edema_toxin_(unfolded)"	"complex"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Ca2+"	"smallMolecule"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Polyglutamate"	"smallMolecule"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Lethal_factor_(3_molecules)"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"MKK6_fragments"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"Furin_or_Furin_like_Endopeptidase"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"VCAM1"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"TNF"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"PGR"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"NLRP1"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"MAP2K7"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"MAP2K6"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"MAP2K4"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"MAP2K3"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"MAP2K2"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"MAP2K1"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"LOC728358"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"IL1B"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"IL18"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"CASP1"	"protein"
"36875"	"Cellular roles of Anthrax toxin"	"NCI-PID"	"CALM1"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"Wnt_receptor_signaling_pathway,_planar_cell_polarity_pathway"	"abstract"
"36876"	"Wnt signaling network"	"NCI-PID"	"receptor_recycling"	"abstract"
"36876"	"Wnt signaling network"	"NCI-PID"	"Wnt_receptor_signaling_pathway_through_beta-catenin"	"abstract"
"36876"	"Wnt signaling network"	"NCI-PID"	"clathrin_coat_assembly"	"abstract"
"36876"	"Wnt signaling network"	"NCI-PID"	"degradation"	"abstract"
"36876"	"Wnt signaling network"	"NCI-PID"	"LRP6/FZD8/SOST"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT5A/FZD4/LRP5"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT3A/WNT_inhibitory_factor_1"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT7A/FZD5/LRP6"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT2/FZD9/LRP6"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT3A/FZD1"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT2/FZD1/LRP6"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT7B/FZD10/LRP5"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT3A/LRP6/FZD5"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT5A/FZD2"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT5A/ROR2"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT5A/FZD7"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"LRP5/DKK1"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"FZD8/LRP6/IGFBP4"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT7B/FZD1/LRP5"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT1/FZD8/Ryk"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"CTHRC1(trimer)"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT1/FZD1/LRP5"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT1/FZD1/LRP6"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"DKK1/LRP6/Kremen_1-Kremen_2"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT3A/FZD1/LRP6"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT3A/FZD2/LRP6"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"vacuolar_proton-transporting_V-type_ATPase_complex"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"Kremen_1-Kremen_2"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT3A/FZD8/LRP6"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT3A/FZD8/LRP6/PRR"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"DKK1/LRP6"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT5A/FZD2/ROR2_(dimer)"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT1/FZD8/LRP6"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT3/FZD1/LRP6"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"FZD5-FZD6"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT3A-WNT5A"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT3A-WNT5A/FZD5-FZD6/ROR2(dimer)/CTHRC1(trimer)"	"complex"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT7B"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT7A"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT5A"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT3A"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT3"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT2"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"WNT1"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"WIF1"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"SOST"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"RYK"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"RSPO1"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"ROR2"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"LRP6"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"LRP5"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"IGFBP4"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"FZD9"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"FZD8"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"FZD7"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"FZD5"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"FZD4"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"FZD2"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"FZD10"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"FZD1"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"DKK1"	"protein"
"36876"	"Wnt signaling network"	"NCI-PID"	"ATP6AP2"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"neuron_fate_commitment"	"abstract"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"retrograde_axon_cargo_transport"	"abstract"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"neuron_projection_morphogenesis"	"abstract"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"receptor_internalization"	"abstract"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"neuron_apoptosis"	"abstract"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"Rap1/GTP"	"complex"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"RIT1/GTP"	"complex"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"RAS_family/GTP"	"complex"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"MKK3-MKK6-active"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"ERK1-2-active"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"ERK1-2"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"MKK3-MKK6"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"RIN/GTP"	"complex"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"sELK1"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"ELK1/sELK1"	"complex"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"CDK5R1/CDK5"	"complex"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"PKC_delta"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"ERK5"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"TRPV1"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"SRF"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"RUSC1"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"RPS6KA5"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"RPS6KA1"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"RAF1"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"NTF3"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"MEF2C"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"MAPKAPK2"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"MAPK14"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"MAP3K2"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"MAP2K5"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"MAP2K1"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"FOS"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"ELK1"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"EHD4"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"EGR1"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"CREB1"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"CDK5R1"	"protein"
"36877"	"Trk receptor signaling mediated by the MAPK pathway"	"NCI-PID"	"CDK5"	"protein"
