HGNC_SYMBOL	GENE
SPEN	KIAA0929
KIAA0930	KIAA0930
PHLPP2	KIAA0931
DOPEY2	KIAA0933
DIP2C	KIAA0934
MAN2B2	KIAA0935
ICK	KIAA0936
DTX4	KIAA0937
NAV3	KIAA0938
SLC9A8	KIAA0939
CPEB3	KIAA0940
RAB11FIP2	KIAA0941
PSD3	KIAA0942
ATG4B	KIAA0943
DNAH7	KIAA0944
BAHD1	KIAA0945
ZDHHC17	KIAA0946
ICE1	KIAA0947
TBRG4	KIAA0948
CIT	KIAA0949
FAIM2	KIAA0950
NLGN4Y	KIAA0951
BTBD3	KIAA0952
EFR3B	KIAA0953
CARD8	KIAA0955
ATP11B	KIAA0956
ANKRD6	KIAA0957
POFUT2	KIAA0958
THSD7A	KIAA0960
ZFP30	KIAA0961
DNAJC16	KIAA0962
SBNO2	KIAA0963
DLGAP4	KIAA0964
STK38L	KIAA0965
INPP5F	KIAA0966
FRMPD1	KIAA0967
CAMK2A	KIAA0968
PLEKHA6	KIAA0969
FNDC3A	KIAA0970
FASTKD2	KIAA0971
ZNF510	KIAA0972
MAST1	KIAA0973
FAM149B1	KIAA0974
NISCH	KIAA0975
NTNG1	KIAA0976
COBLL1	KIAA0977
ASXL1	KIAA0978
PDS5B	KIAA0979
NINL	KIAA0980
PIKFYVE	KIAA0981
WDR37	KIAA0982
THOC5	KIAA0983
TBC1D30	KIAA0984
RPH3A	KIAA0985
VPS13A	KIAA0986
EPB41L3	KIAA0987
CHSY1	KIAA0990
SEPT9	KIAA0991
PALLD	KIAA0992
WDFY3	KIAA0993
PADI2	KIAA0994
PCNX1	KIAA0995
DZIP1	KIAA0996
ZBTB1	KIAA0997
TTLL5	KIAA0998
SIK3	KIAA0999
UBE3C	KIAA10
MYH15	KIAA1000
ARSG	KIAA1001
R3HDM2	KIAA1002
USP20	KIAA1003
KDM2A	KIAA1004
RPGRIP1L	KIAA1005
STXBP5L	KIAA1006
CNOT1	KIAA1007
DIS3	KIAA1008
CEP162	KIAA1009
DNMBP	KIAA1010
SYNE2	KIAA1011
TRAPPC8	KIAA1012
FRMD4B	KIAA1013
FNBP4	KIAA1014
LRCH1	KIAA1016
FAN1	KIAA1018
SON	KIAA1019
HIC2	KIAA1020
ATP11A	KIAA1021
IQCE	KIAA1023
KIAA1024	KIAA1024
KIAA1024L	KIAA1024L
MED13L	KIAA1025
KAZN	KIAA1026
CDK19	KIAA1028
SYNPO	KIAA1029
IGSF9B	KIAA1030
ZC3H7B	KIAA1031
UNC13A	KIAA1032
WASHC4	KIAA1033
SATB2	KIAA1034
AGTPBP1	KIAA1035
VASH1	KIAA1036
WDTC1	KIAA1037
HBS1L	KIAA1038
RAP1GAP2	KIAA1039
MON2	KIAA1040
FOXJ3	KIAA1041
TRAK1	KIAA1042
TTC28	KIAA1043
KCND2	KIAA1044
PHF24	KIAA1045
OTUD4	KIAA1046
NCOR1	KIAA1047
AAK1	KIAA1048
TCF25	KIAA1049
PEG10	KIAA1051
CEP164	KIAA1052
SAMD4A	KIAA1053
TBC1D2B	KIAA1055
ZFHX2	KIAA1056
USP24	KIAA1057
DOCK9	KIAA1058
SORCS3	KIAA1059
ADCY2	KIAA1060
FSTL4	KIAA1061
USP22	KIAA1063
ZC3H4	KIAA1064
EPN2	KIAA1065
MAPK8IP3	KIAA1066
EXOC7	KIAA1067
NUDCD3	KIAA1068
PLCH1	KIAA1069
NLGN1	KIAA1070
AMOT	KIAA1071
PPM1E	KIAA1072
MTMR2	KIAA1073
ANKRD26	KIAA1074
TNS2	KIAA1075
SETD1B	KIAA1076
SULF1	KIAA1077
CAMSAP2	KIAA1078
LMTK2	KIAA1079
GGA2	KIAA1080
ERC1	KIAA1081
KDM3B	KIAA1082
SPAST	KIAA1083
ZNF507	KIAA1084
ANKHD1	KIAA1085
ZFR2	KIAA1086
SLC8A2	KIAA1087
RTEL1	KIAA1088
SMG5	KIAA1089
DENND5A	KIAA1091
PLCL2	KIAA1092
TNRC6B	KIAA1093
DOLK	KIAA1094
PDZRN3	KIAA1095
PRRC2C	KIAA1096
USP33	KIAA1097
TRIM35	KIAA1098
AGAP1	KIAA1099
RNF44	KIAA1100
OXSR1	KIAA1101
PITRM1	KIAA1104
FAM208A	KIAA1105
MYT1L	KIAA1106
KIAA1107	KIAA1107
TBC1D1	KIAA1108
KIAA1109	KIAA1109
IQSEC3	KIAA1110
PHF8	KIAA1111
ARHGEF4	KIAA1112
TRIM33	KIAA1113
TRO	KIAA1114
PPP6R1	KIAA1115
SCAF8	KIAA1116
DOPEY1	KIAA1117
CEP131	KIAA1118
MYO5B	KIAA1119
CADPS	KIAA1121
SMARCAD1	KIAA1122
CDC42BPB	KIAA1124
SLC45A4	KIAA1126
TENM2	KIAA1127
CCSER2	KIAA1128
KLHL3	KIAA1129
GALNT16	KIAA1130
HECTD1	KIAA1131
DSCAML1	KIAA1132
ZNRF3	KIAA1133
COG6	KIAA1134
SPIRE1	KIAA1135
GPR158	KIAA1136
ATP8B2	KIAA1137
REXO1	KIAA1138
CASKIN2	KIAA1139
TTC7A	KIAA1140
ZNF473	KIAA1141
KIAA1143	KIAA1143
TMCC3	KIAA1145
KIAA1147	KIAA1147
TANC2	KIAA1148
NAV1	KIAA1151
DCDC2	KIAA1154
PAIP2B	KIAA1155
PPM1H	KIAA1157
ISY1	KIAA1160
MYORG	KIAA1161
TMX4	KIAA1162
AMIGO1	KIAA1163
MINDY2	KIAA1164
NDFIP2	KIAA1165
ZC4H2	KIAA1166
GRIPAP1	KIAA1167
TPCN1	KIAA1169
STRIP2	KIAA1170
TBC1D24	KIAA1171
SCAF4	KIAA1172
HHATL	KIAA1173
LMBR1L	KIAA1174
PACS1	KIAA1175
SLC12A5	KIAA1176
NDRG4	KIAA1180
ERGIC1	KIAA1181
NELFB	KIAA1182
PNMA8B	KIAA1183
PNMA8A	KIAA1183L
PNKD	KIAA1184
LRRC47	KIAA1185
SEC14L2	KIAA1186
CLMN	KIAA1188
ERMN	KIAA1189
ZBTB47	KIAA1190
KIAA1191	KIAA1191
MIER2	KIAA1193
CNOT6	KIAA1194
FBXO40	KIAA1195
YEATS2	KIAA1197
ZNF490	KIAA1198
CEMIP	KIAA1199
PLEKHH1	KIAA1200
GRAMD1B	KIAA1201
SHROOM4	KIAA1202
USP31	KIAA1203
PRR12	KIAA1205
MYOF	KIAA1207
GNPTAB	KIAA1208
PLEKHG1	KIAA1209
KIAA1210	KIAA1210
KIAA1211	KIAA1211
KIAA1211L	KIAA1211L
CCDC88A	KIAA1212
RNF150	KIAA1214
VANGL2	KIAA1215
KIAA1217	KIAA1217
ATXN7L1	KIAA1218
RALGAPB	KIAA1219
GRID1	KIAA1220
ZNF644	KIAA1221
PPP1R9A	KIAA1222
ANKRD50	KIAA1223
ZMIZ1	KIAA1224
NLN	KIAA1226
ZBTB21	KIAA1227
ESYT2	KIAA1228
ODF2L	KIAA1229
PRDM10	KIAA1231
DLG3	KIAA1232
ADAMTSL3	KIAA1233
AHRR	KIAA1234
ARID1B	KIAA1235
KIF26A	KIAA1236
HEG1	KIAA1237
RIMKLB	KIAA1238
NWD2	KIAA1239
ATAD2B	KIAA1240
BDP1	KIAA1241
FZR1	KIAA1242
ARFGEF3	KIAA1244
NBPF12	KIAA1245
LRFN2	KIAA1246
SULF2	KIAA1247
NDRG2	KIAA1248
ASAP1	KIAA1249
MACF1	KIAA1251
SERINC1	KIAA1253
CCPG1	KIAA1254
ANKFY1	KIAA1255
ITSN2	KIAA1256
KIAA1257	KIAA1257
INO80	KIAA1259
NLGN4X	KIAA1260
FSTL5	KIAA1263
PAK5	KIAA1264
SLC39A10	KIAA1265
MTA3	KIAA1266
KANSL1	KIAA1267
KANSL1L	KIAA1267L
PARP14	KIAA1268
GMEB2	KIAA1269
AARS2	KIAA1270
MAVS	KIAA1271
RALGAPA2	KIAA1272
ATAD3B	KIAA1273
PALD1	KIAA1274
FILIP1	KIAA1275
FAM184B	KIAA1276
DENND2A	KIAA1277
STK36	KIAA1278
KIF1BP	KIAA1279
WWC3	KIAA1280
ZNF608	KIAA1281
CPAMD8	KIAA1283
INTU	KIAA1284
ZNF777	KIAA1285
BRPF3	KIAA1286
INTS2	KIAA1287
MTUS1	KIAA1288
XPO5	KIAA1291
ZDHHC8	KIAA1292
FRMD4A	KIAA1294
SH3PXD2B	KIAA1295
SORBS1	KIAA1296
SPEG	KIAA1297
SSH1	KIAA1298
STARD9	KIAA1300
HECW2	KIAA1301
TENM4	KIAA1302
RPTOR	KIAA1303
SRGAP1	KIAA1304
NYNRIN	KIAA1305
CASKIN1	KIAA1306
UBR4	KIAA1307
KLHL13	KIAA1309
KANSL3	KIAA1310
RBM27	KIAA1311
ADAMTS9	KIAA1312
PCDH19	KIAA1313
ARHGAP28	KIAA1314
CASP8AP2	KIAA1315
KCTD16	KIAA1317
RTL9	KIAA1318
CGN	KIAA1319
HACE1	KIAA1320
NUFIP2	KIAA1321
TBC1D14	KIAA1322
MIB1	KIAA1323
KIAA1324	KIAA1324
KIAA1324L	KIAA1324L
BOD1L1	KIAA1327
KIAA1328	KIAA1328
SORCS2	KIAA1329
ALPK3	KIAA1330
SENP2	KIAA1331
FBXO42	KIAA1332
G2E3	KIAA1333
RAI14	KIAA1334
CHD6	KIAA1335
WDR35	KIAA1336
DISP3	KIAA1337
EIF2AK4	KIAA1338
ZNF398	KIAA1339
KLHL42	KIAA1340
MYEF2	KIAA1341
SYT4	KIAA1342
TXNDC16	KIAA1344
CC2D2A	KIAA1345
ADAMTS1	KIAA1346
ATP2C1	KIAA1347
PDP2	KIAA1348
ZNF624	KIAA1349
USP53	KIAA1350
WDR11	KIAA1351
KLHL9	KIAA1354
IGSF9	KIAA1355
NHSL1	KIAA1357
TECPR1	KIAA1358
MUC20	KIAA1359
SCYL2	KIAA1360
TAOK1	KIAA1361
NCEH1	KIAA1363
LRRC7	KIAA1365
NLGN2	KIAA1366
CPSF2	KIAA1367
SEMA6A	KIAA1368
EIF2AK1	KIAA1369
FAM214A	KIAA1370
KIAA1109	KIAA1371
USP35	KIAA1372
STAMBPL1	KIAA1373
IFT80	KIAA1374
ARRDC3	KIAA1376
CEP126	KIAA1377
KLHL8	KIAA1378
JMJD1C	KIAA1380
COG1	KIAA1381
SLC38A2	KIAA1382
MAP10	KIAA1383
KLHL14	KIAA1384
GPHN	KIAA1385
ANKIB1	KIAA1386
PPP4R3B	KIAA1387
ZNF319	KIAA1388
SIPA1L2	KIAA1389
ARHGAP20	KIAA1391
TRMT5	KIAA1393
CARNS1	KIAA1394
DOCK6	KIAA1395
ZNF471	KIAA1396
TULP4	KIAA1397
MARCH4	KIAA1399
PCDH10	KIAA1400
CHPF2	KIAA1402
RPAP1	KIAA1403
ZNFX1	KIAA1404
KIF17	KIAA1405
ANAPC2	KIAA1406
CCDC191	KIAA1407
UPF2	KIAA1408
UNC79	KIAA1409
FAM135A	KIAA1411
HEATR5B	KIAA1414
PREX1	KIAA1415
CHD7	KIAA1416
SMPD4	KIAA1418
NAV2	KIAA1419
VPS13C	KIAA1421
KCNT1	KIAA1422
TMEM181	KIAA1423
ARHGAP21	KIAA1424
DMAP1	KIAA1425
CRAMP1	KIAA1426
JPT2	KIAA1426
SYT13	KIAA1427
VIRMA	KIAA1429
CFAP97	KIAA1430
ZFP28	KIAA1431
RIC1	KIAA1432
GPCPD1	KIAA1434
WDFY1	KIAA1435
PTGFRN	KIAA1436
LRRC8A	KIAA1437
MKL1	KIAA1438
NFIA	KIAA1439
INTS1	KIAA1440
ZNF687	KIAA1441
EBF4	KIAA1442
HOMEZ	KIAA1443
PDZD4	KIAA1444
SEMA5B	KIAA1445
BEGAIN	KIAA1446
BAHCC1	KIAA1447
WDR48	KIAA1449
FNIP2	KIAA1450
USP36	KIAA1453
TENM3	KIAA1455
KIAA1456	KIAA1456
SLAIN2	KIAA1458
TNRC6A	KIAA1460
MBD5	KIAA1461
JCAD	KIAA1462
DIP2B	KIAA1463
RANBP10	KIAA1464
ISLR2	KIAA1465
FAM234B	KIAA1467
KIAA1468	KIAA1468
PTPN23	KIAA1471
SYBU	KIAA1472
ZNF492	KIAA1473
TSHZ3	KIAA1474
VPS18	KIAA1475
SEMA6D	KIAA1479
NLGN3	KIAA1480
SHROOM3	KIAA1481
ZBTB2	KIAA1483
LRFN1	KIAA1484
ZFAT	KIAA1485
NYAP2	KIAA1486
NYAP1	KIAA1486L
ATP10D	KIAA1487
DHX36	KIAA1488
KLHL1	KIAA1490
UBAP2	KIAA1491
SH3RF1	KIAA1494
LRCH2	KIAA1495
EP400	KIAA1498
NPLOC4	KIAA1499
FRAS1	KIAA1500
ARHGAP23	KIAA1501
DNAH2	KIAA1503
ERI2	KIAA1504
CCDC146	KIAA1505
KMT2C	KIAA1506
URGCP	KIAA1507
ZNF530	KIAA1508
CCDC88C	KIAA1509
COL20A1	KIAA1510
ZSWIM5	KIAA1511
MYH7B	KIAA1512
POGK	KIAA15131
SDK2	KIAA1514
USP28	KIAA1515
PLCE1	KIAA1516
DHX37	KIAA1517
KANK2	KIAA1518
CEP72	KIAA1519
GAPVD1	KIAA1521
KIAA1522	KIAA1522
PHF12	KIAA1523
CIP2A	KIAA1524
ALPK1	KIAA1527
DTX2	KIAA1528
CCDC180	KIAA1529
UVSSA	KIAA1530
ADGRA2	KIAA1531
SPPL2B	KIAA1532
GRAMD1A	KIAA1533
OSBPL5	KIAA1534
HCN3	KIAA1535
CALCOCO1	KIAA1536
RUFY2	KIAA1537
ZBTB4	KIAA1538
FAM214B	KIAA1539
PHRF1	KIAA1542
CAMSAP3	KIAA1543
NBEA	KIAA1544
FBRSL1	KIAA1545
TET2	KIAA1546
TLE3	KIAA1547
EPB41L5	KIAA1548
KIAA1549	KIAA1549
KIAA1549L	KIAA1549L
PLXNA4	KIAA1550
KIAA1551	KIAA1551
BEND3	KIAA1553
RNF213	KIAA1554
HIVEP3	KIAA1555
OBSCN	KIAA1556
ARID2	KIAA1557
PPP6R3	KIAA1558
ZFP14	KIAA1559
GPAM	KIAA1560
UACA	KIAA1561
PCDH18	KIAA1562
CHD8	KIAA1564
AGO4	KIAA1567
ROBO2	KIAA1568
CEP192	KIAA1569
KNL1	KIAA1570
ZDBF2	KIAA1571
CACHD1	KIAA1573
HAUS6	KIAA1574
BCOR	KIAA1575
VAT1L	KIAA1576
ZSWIM6	KIAA1577
RAVER2	KIAA1579
LRRC4C	KIAA1580
TNRC6C	KIAA1582
MSL2	KIAA1585
KIAA1586	KIAA1586
MAGEE1	KIAA1587
ZFYVE1	KIAA1589
CNNM4	KIAA1592
HERC4	KIAA1593
USP37	KIAA1594
DDX55	KIAA1595
FANCM	KIAA1596
SYTL2	KIAA1597
SHTN1	KIAA1598
CPNE5	KIAA1599
FAM160B1	KIAA1600
SLMAP	KIAA1601
NCKAP5L	KIAA1602
CWC22	KIAA1604
GBA2	KIAA1605
WDFY4	KIAA1607
DENND1A	KIAA1608
TLDC1	KIAA1609
MIER1	KIAA1610
ZNF160	KIAA1611
OGFOD1	KIAA1612
SLC7A14	KIAA1613
KIAA1614	KIAA1614
ZNF529	KIAA1615
TRPM3	KIAA1616
SFMBT2	KIAA1617
RNF213	KIAA1618
SEMA4G	KIAA1619
PRX	KIAA1620
PPP4R4	KIAA1622
ANO8	KIAA1623
GPR107	KIAA1624
SMURF1	KIAA1625
ARHGEF10L	KIAA1626
METTL14	KIAA1627
DHTKD1	KIAA1630
EPG5	KIAA1632
MED12L	KIAA1635
TANC2	KIAA1636
WDR19	KIAA1638
OBSCN	KIAA1639
CCDC40	KIAA1640
ANKRD36B	KIAA1641
SPTBN4	KIAA1642
ZFYVE28	KIAA1643
KIAA1644	KIAA1644
CERK	KIAA1646
POLDIP3	KIAA1649
SHANK3	KIAA1650
TEF	KIAA1655
SEC14L2	KIAA1658
TRIOBP	KIAA1662
OSBP2	KIAA1664
POLR3H	KIAA1665
RIMBP3	KIAA1666
HPS4	KIAA1667
MICALL1	KIAA1668
TUBGCP6	KIAA1669
KIAA1671	KIAA1671
EFCAB6	KIAA1672
CPEB4	KIAA1673
LRRC27	KIAA1674
PRDM16	KIAA1675
TET1	KIAA1676
KLHL15	KIAA1677
THSD7B	KIAA1679
CCSER1	KIAA1680
RAPH1	KIAA1681
MTMR12	KIAA1682
KIAA1683	KIAA1683
SRCIN1	KIAA1684
ASXL2	KIAA1685
PLEKHA5	KIAA1686
KLHL4	KIAA1687
ARHGAP39	KIAA1688
BDP1	KIAA1689
TTYH3	KIAA1691
VEPH1	KIAA1692
NBPF1	KIAA1693
FHOD3	KIAA1695
PHF21A	KIAA1696
INTS5	KIAA1698
EXOC4	KIAA1699
DUSP16	KIAA1700
BHLHB9	KIAA1701
ZNF451	KIAA1702
ZNF407	KIAA1703
GPALPP1	KIAA1704
DDHD1	KIAA1705
EEPD1	KIAA1706
NAT10	KIAA1709
ZNF436	KIAA1710
ZCCHC6	KIAA1711
CEP44	KIAA1712
ASXL3	KIAA1713
CNTNAP3	KIAA1714
LNPK	KIAA1715
ACAP3	KIAA1716
SETD7	KIAA1717
KDM7A	KIAA1718
GRIP2	KIAA1719
SH3BP5L	KIAA1720
XPO4	KIAA1721
ARHGAP35	KIAA1722
SELENOI	KIAA1724
SSH2	KIAA1725
ZC3H12C	KIAA1726
FHDC1	KIAA1727
TANC1	KIAA1728
ZNF518B	KIAA1729
CEP295	KIAA1731
CEP295NL	KIAA1731NL
SETD2	KIAA1732
PHACTR1	KIAA1733
DIXDC1	KIAA1735
AMBRA1	KIAA1736
CIPC	KIAA1737
TEX2	KIAA1738
CECR2	KIAA1740
TNKS1BP1	KIAA1741
DISP2	KIAA1742
DAB2IP	KIAA1743
ZCCHC2	KIAA1744
SEMA4B	KIAA1745
TANGO6	KIAA1746
ZDHHC5	KIAA1748
CGNL1	KIAA1749
TSPYL5	KIAA1750
CFAP74	KIAA1751
FTO	KIAA1752
UNK	KIAA1753
ITPRIP	KIAA1754
ITPRIPL1	KIAA1754L
KIAA1755	KIAA1755
CTTNBP2	KIAA1758
FAM160A2	KIAA1759
WNK2	KIAA1760
STRIP1	KIAA1761
ZFHX2	KIAA1762
CNTNAP4	KIAA1763
LRRCC1	KIAA1764
DCLK3	KIAA1765
SBF2	KIAA1766
THADA	KIAA1767
KNDC1	KIAA1768
HELZ2	KIAA1769
DOCK7	KIAA1771
GREB1L	KIAA1772
DCHS1	KIAA1773
CDHR1	KIAA1775
UNC5D	KIAA1777
KCTD12	KIAA1778
MEGF10	KIAA1780
MEGF11	KIAA1781
SLX4	KIAA1784
FEM1C	KIAA1785
TMEM132B	KIAA1786
NEURL4	KIAA1787
ALX4	KIAA1788
ZMAT1	KIAA1789
LRRK1	KIAA1790
CDK13	KIAA1791
CCDC136	KIAA1793
FANCI	KIAA1794
LCOR	KIAA1795
PHYHIPL	KIAA1796
FOCAD	KIAA1797
L3MBTL3	KIAA1798
EFCAB7	KIAA1799
LRRIQ1	KIAA1801
ZNF462	KIAA1803
MAP3K21	KIAA1804
ZNF512	KIAA1805
ZNF333	KIAA1806
ABLIM2	KIAA1808
BRSK1	KIAA1811
LZTS2	KIAA1813
DOT1L	KIAA1814
ERMP1	KIAA1815
MAML3	KIAA1816
FRMPD3	KIAA1817
EP400	KIAA1818
MAML2	KIAA1819
RAI1	KIAA1820
RAB11FIP4	KIAA1821
HHIPL1	KIAA1822
HHIPL2	KIAA1822L
PHF6	KIAA1823
DCAF5	KIAA1824
ATP13A1	KIAA1825
MSANTD4	KIAA1826
ZNF528	KIAA1827
ADGRA1	KIAA1828
ZNF527	KIAA1829
TMX3	KIAA1830
JPH4	KIAA1831
SPIRE2	KIAA1832
MROH1	KIAA1833
ELMO2	KIAA1834
RANGAP1	KIAA1835
CC2D1B	KIAA1836
KIAA0319L	KIAA1837
FAM120B	KIAA1838
RNPC3	KIAA1839
SPG11	KIAA1840
KIAA1841	KIAA1841
KBTBD8	KIAA1842
UNC80	KIAA1843
ZGPAT	KIAA1847
SH3GLB2	KIAA1848
RADIL	KIAA1849
VCPIP1	KIAA1850
GMPPB	KIAA1851
ZNF606	KIAA1852
SRRM4	KIAA1853
SLITRK2	KIAA1854
TTBK1	KIAA1855
TNRC18	KIAA1856
NTNG2	KIAA1857
ZNF469	KIAA1858
MAGED4	KIAA1859
MARK4	KIAA1860
VPS50	KIAA1861
KRBA1	KIAA1862
FBF1	KIAA1863
HYDIN	KIAA1864
IRF2BPL	KIAA1865
FNDC1	KIAA1866
KIRREL3	KIAA1867
ARMC9	KIAA1868
SEMA6C	KIAA1869
COL27A1	KIAA1870
ZNF594	KIAA1871
ZNF286A	KIAA1874
WDR97	KIAA1875
EHMT1	KIAA1876
ST6GAL2	KIAA1877
MAP6	KIAA1878
PKD1L2	KIAA1879
BTBD9	KIAA1880
PLIN4	KIAA1881
TRAPPC9	KIAA1882
LMTK3	KIAA1883
CSMD2	KIAA1884
VARS2	KIAA1885
ZMIZ2	KIAA1886
MBD6	KIAA1887
XKR4	KIAA1889
CSMD1	KIAA1890
USP38	KIAA1891
DCAF12	KIAA1892
DCAF12L1	KIAA1892L
GPRIN1	KIAA1893
FAM111A	KIAA1895
SLC25A25	KIAA1896
STK11IP	KIAA1898
TUBGCP5	KIAA1899
KLHL32	KIAA1900
NEK1	KIAA1901
FMNL2	KIAA1902
MIS18BP1	KIAA1903
ELFN2	KIAA1904
SCIN	KIAA1905
TMEM132B	KIAA1906
PLEKHG4B	KIAA1909
SLITRK1	KIAA1910
ESCO1	KIAA1911
CCDC85A	KIAA1912
TMEM200A	KIAA1913
AFAP1L2	KIAA1914
MYSM1	KIAA1915
LGI2	KIAA1916
RNF157	KIAA1917
GALNT13	KIAA1918
MFSD4B	KIAA1919
KLHL29	KIAA1921
WDR90	KIAA1924
ZBED9	KIAA1925
HAPLN4	KIAA1926
SSFA2	KIAA1927
RHPN1	KIAA1929
FAM193B	KIAA1931
LENG8	KIAA1932
PRMT7	KIAA1933
PNMA5	KIAA1934
PWWP2A	KIAA1935
SMYD4	KIAA1936
FHAD1	KIAA1937
SYNGAP1	KIAA1938
ATP8B4	KIAA1939
FBXO41	KIAA1940
SGSM1	KIAA1941
TMEM132D	KIAA1944
AZIN2	KIAA1945
FAM171B	KIAA1946
ZNF17	KIAA1947
ZFP82	KIAA1948
PPP1R18	KIAA1949
AMZ1	KIAA1950
ZNF526	KIAA1951
ZNF618	KIAA1952
ZFP90	KIAA1954
DIS3L	KIAA1955
ZNF418	KIAA1956
C2CD4C	KIAA1957
KIAA1958	KIAA1958
UBASH3B	KIAA1959
SHROOM1	KIAA1960
FNIP1	KIAA1961
ZNF483	KIAA1962
YTHDC1	KIAA1966
CCAR2	KIAA1967
AKNA	KIAA1968
ZNF431	KIAA1969
EARS2	KIAA1970
WHAMM	KIAA1971
RSPRY1	KIAA1972
UNC5A	KIAA1976
ANKS3	KIAA1977
RAVER1	KIAA1978
ZNF525	KIAA1979
TTC14	KIAA1980
ANKRD24	KIAA1981
ZNF721	KIAA1982
CCBE1	KIAA1983
CCDC183	KIAA1984
SH3TC2	KIAA1985
SLX4	KIAA1987
UTP4	KIAA1988
FAT3	KIAA1989
RNF169	KIAA1991
ZBTB34	KIAA1993
ACBD5	KIAA1996
RICTOR	KIAA1999
NPHP3	KIAA2000
RTL5	KIAA2001
PEAK1	KIAA2002
SAMD9	KIAA2004
SAMD9L	KIAA2005
FAM208B	KIAA2006
PPP4R3A	KIAA2010
PSD	KIAA2011
KIAA2012	KIAA2012
KIAA2013	KIAA2013
ANKRD18A	KIAA2015
USF3	KIAA2018
NEXMIF	KIAA2022
SHPRH	KIAA2023
UBR3	KIAA2024
RC3H1	KIAA2025
KIAA2026	KIAA2026
PLEKHH2	KIAA2028
UBN2	KIAA2030
MEX3D	KIAA2031
ZNF761	KIAA2033
MYH14	KIAA2034
ZC3H6	KIAA2035
GAREM2	KIAA2038
SLC17A4	KIAA2138
LRIG3	KIAA3016
JAKMIP3	KIAA4091
CPNE9	KIAA4217
BRD2	KIAA9001
BIRC7	KIAP
WWC1	KIBRA
KIF22	Kid
ZNF354A	KID-1
ZNF354A	KID1
ZNF354B	KID2
ZNF354C	KID3
DCXR	KIDCR
KIDINS220	KIDINS220
NEXMIF	KIDLIA
CENPE	KIF10
KIF11	KIF11
KIF12	KIF12
KIF13A	KIF13A
KIF13B	KIF13B
KIF14	KIF14
KIF15	KIF15
STARD9	KIF16A
KIF16B	KIF16B
KIF17	KIF17
KIF17	KIF17B
KIF18A	KIF18A
KIF18B	KIF18B
KIF19	KIF19
KIF19	KIF19A
KIF1A	KIF1A
KIF1B	KIF1B
KIF1BP	KIF1BP
KIF1C	KIF1C
KIF2A	KIF2
KIF20A	KIF20A
KIF20B	KIF20B
KIF21A	KIF21A
KIF21B	KIF21B
KIF22	KIF22
KIF23	KIF23
KIF24	KIF24
KIF25	KIF25
KIF26A	KIF26A
KIF26B	KIF26B
KIF27	KIF27
KIF2A	KIF2A
KIF2B	KIF2B
KIF2C	KIF2C
KIF3A	KIF3A
KIF3B	KIF3B
KIF3C	KIF3C
KIF17	KIF3X
KIF4A	KIF4
KIF4A	KIF4-G1
KIF4A	KIF4A
KIF4B	KIF4B
KIF5A	KIF5A
KIF5B	KIF5B
KIF5C	KIF5C
KIF6	KIF6
KIF7	KIF7
KIF9	KIF9
KIFAP3	KIFAP3
KIFC1	KIFC1
KIFC2	KIFC2
KIFC3	KIFC3
TNFRSF10B	KILLER
KLLN	killin
NEGR1	KILON
HAVCR1	KIM1
KIN	KIN
KIN	KIN17
KNSTRN	kinastrin
FERMT1	KIND1
FERMT2	KIND2
FERMT3	KIND3
KNCN	KINO
CIB1	KIP
CDKN1B	KIP1
CDKN1C	KIP2
CIB2	KIP2
CIB3	KIP3
PNKD	KIPP1184
GEM	KIR
KIR3DL1	KIR
KCNJ1	Kir1.1
KCNJ10	Kir1.2
KCNJ15	Kir1.3
KCNJ13	Kir1.4
KCNJ2	Kir2.1
KCNJ12	Kir2.2
KCNJ12	Kir2.2v
KCNJ4	Kir2.3
KCNJ14	Kir2.4
KCNJ18	KIR2.6
KIR2DL1	KIR2DL1
KIR2DL3	KIR2DL3
KIR2DL4	KIR2DL4
KIR2DS4	KIR2DS4
KCNJ3	Kir3.1
KCNJ6	Kir3.2
KCNJ9	Kir3.3
KCNJ5	Kir3.4
KIR3DL1	KIR3DL1
KIR3DL2	KIR3DL2
KIR3DL3	KIR3DL3
KIR3DL3	KIR3DL7
KCNJ10	Kir4.1
KCNJ15	Kir4.2
KIR3DL3	KIR44
KCNJ16	Kir5.1
KCNJ8	Kir6.1
KCNJ11	Kir6.2
KCNJ13	Kir7.1
KIR3DL3	KIRC1
KIRREL3	KIRRE
KIRREL1	KIRREL
KIRREL1	KIRREL1
KIRREL2	KIRREL2
KIRREL3	KIRREL3
UHMK1	KIS
KISS1	KISS1
KISS1R	KISS1R
UHMK1	Kist
KIT	KIT
KITLG	Kitl
KITLG	KITLG
KIZ	KIZ
CT83	KK-LC-1
KIR2DS4	KKA3
CDKL1	KKIALRE
CDKL2	KKIAMRE
KLF15	KKLF
KL	KL
KITLG	KL-1
KLB	KLB
KLC1	KLC
KLC1	KLC1
KLC2	KLC2
KLC3	KLC2L
KLC3	KLC3
KLC4	KLC4
KLC3	KLCt
KLHL20	KLEIP
REC8	kleisin-alpha
KLF1	KLF1
KLF10	KLF10
KLF11	KLF11
KLF12	KLF12
KLF13	KLF13
KLF14	KLF14
SP6	KLF14
KLF15	KLF15
KLF16	KLF16
KLF17	KLF17
KLF2	KLF2
KLF3	KLF3
KLF4	KLF4
KLF5	KLF5
KLF6	KLF6
KLF7	KLF7
KLF8	KLF8
KLF9	KLF9
LCTL	KLG
KLHDC1	KLHDC1
